search_query,province_search,timestamp,place_id,name,formatted_address,rating,user_ratings_total,lat,lng,business_status,types
pole dance,Vigo,2026-06-11 16:27:57.034732,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Vigo,2026-06-11 16:27:58.459746,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Vigo,2026-06-11 16:27:58.459757,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Vigo,2026-06-11 16:27:58.459761,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Vigo,2026-06-11 16:27:58.459765,ChIJHUGxJZpjLw0RQ3IzejYJZtU,Be Wild Studio,"Rúa de Bolivia, 3, Santiago de Vigo, 36203 Vigo, Pontevedra, Spain",5.0,13.0,42.232192,-8.7208576,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Vigo,2026-06-11 16:27:59.583540,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Vigo,2026-06-11 16:27:59.583566,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Vigo,2026-06-11 16:27:59.583569,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Vigo,2026-06-11 16:27:59.583574,ChIJHUGxJZpjLw0RQ3IzejYJZtU,Be Wild Studio,"Rúa de Bolivia, 3, Santiago de Vigo, 36203 Vigo, Pontevedra, Spain",5.0,13.0,42.232192,-8.7208576,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole studio,Vigo,2026-06-11 16:28:00.789851,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole studio,Vigo,2026-06-11 16:28:00.789863,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
pole studio,Vigo,2026-06-11 16:28:00.789869,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole academy,Vigo,2026-06-11 16:28:02.060867,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole academy,Vigo,2026-06-11 16:28:02.060880,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
pole academy,Vigo,2026-06-11 16:28:02.060887,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Vigo,2026-06-11 16:28:03.211265,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
pole art,Vigo,2026-06-11 16:28:03.211292,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Vigo,2026-06-11 16:28:03.211309,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole school,Vigo,2026-06-11 16:28:04.811809,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole school,Vigo,2026-06-11 16:28:04.811823,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
pole school,Vigo,2026-06-11 16:28:04.811831,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Vigo,2026-06-11 16:28:06.201248,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole classes,Vigo,2026-06-11 16:28:06.201261,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Vigo,2026-06-11 16:28:06.201267,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
pole classes,Vigo,2026-06-11 16:28:06.201271,ChIJHUGxJZpjLw0RQ3IzejYJZtU,Be Wild Studio,"Rúa de Bolivia, 3, Santiago de Vigo, 36203 Vigo, Pontevedra, Spain",5.0,13.0,42.232192,-8.7208576,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole training,Vigo,2026-06-11 16:28:07.520248,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole training,Vigo,2026-06-11 16:28:07.520263,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole training,Vigo,2026-06-11 16:28:07.520269,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
aerial pole,Vigo,2026-06-11 16:28:08.929116,ChIJk8GyYRRiLw0Rn9RLF60dRHs,Vigo,"Vigo, Municipality of Vigo, Pontevedra, Spain",,,42.24059889999999,-8.7207268,,"locality, political"
aerial dance,Vigo,2026-06-11 16:28:10.370188,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
aerial dance,Vigo,2026-06-11 16:28:10.370201,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Vigo,2026-06-11 16:28:10.370207,ChIJHUGxJZpjLw0RQ3IzejYJZtU,Be Wild Studio,"Rúa de Bolivia, 3, Santiago de Vigo, 36203 Vigo, Pontevedra, Spain",5.0,13.0,42.232192,-8.7208576,OPERATIONAL,"establishment, gym, health, point_of_interest"
aerial dance,Vigo,2026-06-11 16:28:10.370213,ChIJc4BNhmpjLw0RGJw0APtIF2U,Lotus Aerofitness Pole Dance Studio,"Rue Ave do Mar, 7, bajo, 36950 Moaña, Pontevedra, Spain",5.0,121.0,42.2895976,-8.734311199999999,OPERATIONAL,"establishment, gym, health, point_of_interest"
aerial dance,Vigo,2026-06-11 16:28:10.370218,ChIJNwpyBMlxLw0Rj3itQexwb8I,Gothic Circus School,"Rúa Mariscal Pardo de Cela, 10, 36003 Pontevedra, Spain",4.9,18.0,42.4277769,-8.6412432,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Vigo,2026-06-11 16:28:10.370224,ChIJp3saRwBjLw0RIsZZuTfTDKU,Aire Barre,"Avenida da Hispanidade, 61, Freixeiro, 36203 Vigo, Pontevedra, Spain",5.0,81.0,42.2293427,-8.7288789,OPERATIONAL,"establishment, gym, health, point_of_interest"
aerial dance,Vigo,2026-06-11 16:28:10.370236,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Vigo,2026-06-11 16:28:10.370242,ChIJi9kts6tiLw0Rkvmv6ztHiSQ,Bambalina,"Rúa de Figueiras, 113, BAJO, Cabral, 36215 Vigo, Pontevedra, Spain",4.8,71.0,42.2260548,-8.6638144,OPERATIONAL,"establishment, point_of_interest, school"
pole and aerial,Vigo,2026-06-11 16:28:11.776062,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole and aerial,Vigo,2026-06-11 16:28:11.776074,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole and aerial,Vigo,2026-06-11 16:28:11.776081,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
exotic pole,Vigo,2026-06-11 16:28:13.069938,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole sport,Vigo,2026-06-11 16:28:14.409922,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole sport,Vigo,2026-06-11 16:28:14.409936,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole sport,Vigo,2026-06-11 16:28:14.409941,ChIJwyCkgwdjLw0RMgeYzcm9-ac,Pole dance The Pole house,"Rúa Cesáreo González, 31, Freixeiro, 36210 Vigo, Pontevedra, Spain",5.0,6.0,42.218588,-8.732280399999999,OPERATIONAL,"establishment, point_of_interest"
pole fitness studio,Vigo,2026-06-11 16:28:15.853227,ChIJefVUwKpjLw0RbSQQ7W_Mfxc,Pole Dance Vigo,"Rúa Couto San Honorato, 60, Sárdoma, 36204 Vigo, Pontevedra, Spain",5.0,118.0,42.2288124,-8.7117114,OPERATIONAL,"establishment, point_of_interest"
pole fitness studio,Vigo,2026-06-11 16:28:15.853241,ChIJiVwY7QhjLw0RXhAh_YR6BhM,Área Pole Vigo,"Camiño Espiñeiro, 100, Teis, 36207 Vigo, Pontevedra, Spain",5.0,39.0,42.2527299,-8.7022354,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance,Oviedo,2026-06-11 16:28:17.211032,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance,Oviedo,2026-06-11 16:28:17.211046,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Oviedo,2026-06-11 16:28:18.546447,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Oviedo,2026-06-11 16:28:18.546460,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Oviedo,2026-06-11 16:28:19.952284,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Oviedo,2026-06-11 16:28:19.952302,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
pole studio,Oviedo,2026-06-11 16:28:21.353085,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
pole studio,Oviedo,2026-06-11 16:28:21.353102,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole academy,Oviedo,2026-06-11 16:28:22.719891,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Oviedo,2026-06-11 16:28:24.037399,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Oviedo,2026-06-11 16:28:24.037410,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
pole school,Oviedo,2026-06-11 16:28:25.202037,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Oviedo,2026-06-11 16:28:26.438961,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole training,Oviedo,2026-06-11 16:28:27.596530,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole training,Oviedo,2026-06-11 16:28:27.596543,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
aerial pole,Oviedo,2026-06-11 16:28:28.837173,ChIJZxysYJqMNg0RJGJezA5ENDE,Oviedo,"Oviedo, Municipality of Oviedo, Asturias, Spain",,,43.3622522,-5.8485461,,"locality, political"
aerial dance,Oviedo,2026-06-11 16:28:30.196996,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197007,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197011,ChIJ24XSDMeNNg0RD6mjxYPj_oA,Nelaire Oviedo,"C. Juan Valera, 9, 33012 Oviedo, Asturias, Spain",5.0,1.0,43.3728436,-5.851560399999999,OPERATIONAL,"establishment, gym, health, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197015,ChIJ47PV_fmMNg0RdqMBrSSvGTQ,Lia Dance School,"C. de Celestino Mendizábal, 33011 Oviedo, Asturias, Spain",4.9,288.0,43.3710925,-5.844508299999999,OPERATIONAL,"establishment, gym, health, point_of_interest, store"
aerial dance,Oviedo,2026-06-11 16:28:30.197025,ChIJo4kwu3WNNg0RG1t5ytOna98,Mar Raigón Danza,"C. Rosal, 22-24, 33009 Oviedo, Asturias, Spain",5.0,47.0,43.36008590000001,-5.8471818,OPERATIONAL,"establishment, point_of_interest, store"
aerial dance,Oviedo,2026-06-11 16:28:30.197028,ChIJ6XAuyOl9Ng0RYAwIaSDBIh8,Magnetic Pole Dance Studio,"Comercial San Agustín, Pl. Romualdo Alvargonzález Lanquine, sn, P-1 Centro, Centro, 33202 Gijón, Asturias, Spain",4.9,44.0,43.5409172,-5.6596819,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197031,ChIJLedP2aIpQg0RDIse8KJJ0Wo,AerialMad,"C. de Benigno Soto, 10, Chamartín, 28002 Madrid, Spain",4.9,102.0,40.4479519,-3.6746291,OPERATIONAL,"establishment, gym, health, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197034,ChIJ1TPa_9iNNg0R_5wBHgWbyC8,LUYTON DANZA,"C. Ciudades Unidas, 6, 33011 Oviedo, Asturias, Spain",5.0,113.0,43.3871725,-5.8201407,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197037,ChIJ2TzdtfiMNg0RF8eJa-JH7LM,Escuela de Baile Norte Latino,"C. Fernando de Rojas, 3, 33012 Oviedo, Asturias, Spain",4.9,62.0,43.3717,-5.850917,OPERATIONAL,"establishment, point_of_interest, school"
aerial dance,Oviedo,2026-06-11 16:28:30.197040,ChIJiXXqUQaNNg0RUoaUB4HXDBg,Art Garden,"C. Concinos, 5, 33012 Oviedo, Asturias, Spain",5.0,3.0,43.3693193,-5.8649936,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197042,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197045,ChIJAX8OtlKSlxIRBLBaBbtoHRg,"Fly High Mallorca-pole dance, artes aereas, aerial pilates & more! Palma & Inca","C. dels Foners, 1, Llevant, 07006 Palma, Illes Balears, Spain",4.9,73.0,39.57112,2.6583,OPERATIONAL,"establishment, gym, health, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197051,ChIJkeMwSw-NNg0Rc5ICkQZ7XMg,Gloria Solís dance academy,"C. Carlos Casanueva Varas, 15, 33012 Oviedo, Asturias, Spain",4.6,15.0,43.3671117,-5.868149799999999,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197053,ChIJiVSaavSMNg0RZF9WopyoHbM,Paudanza,"C. Marqués de Valero de Urria, 4, 33011 Oviedo, Asturias, Spain",5.0,21.0,43.36972309999999,-5.8391477,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197058,ChIJWRPZoXqMNg0RoaPrcx9TEeo,Duetdanza,"C. Daniel Moyano, 19-21, 33011 La Corredoria, Asturias, Spain",4.8,44.0,43.3832186,-5.823926999999999,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197061,ChIJ56Ir1-2MNg0RkdgkM_5fdME,Elisa Escuela de Danza,"C. del Postigo Bajo, 21, 33009 Oviedo, Asturias, Spain",5.0,30.0,43.3617905,-5.8403636,OPERATIONAL,"establishment, point_of_interest"
aerial dance,Oviedo,2026-06-11 16:28:30.197063,ChIJ64y5UeaMNg0R0Cku4-zaGcQ,Lemarí Danza,"C. Pérez de Ayala, 6, bajo, 33007 Oviedo, Asturias, Spain",4.9,35.0,43.3570594,-5.849919900000001,OPERATIONAL,"establishment, point_of_interest"
pole and aerial,Oviedo,2026-06-11 16:28:31.474175,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole and aerial,Oviedo,2026-06-11 16:28:31.474188,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
pole and aerial,Oviedo,2026-06-11 16:28:31.474194,ChIJ24XSDMeNNg0RD6mjxYPj_oA,Nelaire Oviedo,"C. Juan Valera, 9, 33012 Oviedo, Asturias, Spain",5.0,1.0,43.3728436,-5.851560399999999,OPERATIONAL,"establishment, gym, health, point_of_interest"
exotic pole,Oviedo,2026-06-11 16:28:32.836670,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole sport,Oviedo,2026-06-11 16:28:34.097605,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness studio,Oviedo,2026-06-11 16:28:35.328467,ChIJ-WkULhuNNg0RrgeVKIkw2og,Pole Teté Radío Pilates,"C. de la Independencia, 31, 33004 Oviedo, Asturias, Spain",5.0,48.0,43.36374439999999,-5.8572912,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness studio,Oviedo,2026-06-11 16:28:35.328480,ChIJZzYzEcONNg0RvYO1-lJJGCI,Maripole Pole Dance Studio,"C. Montes del Sueve, 9, 33012 Oviedo, Asturias, Spain",5.0,6.0,43.3687433,-5.8547743,OPERATIONAL,"establishment, point_of_interest"
pole dance,Santander,2026-06-11 16:28:36.507603,ChIJZwd5RU1LSQ0RJtSfGajnNYw,Fly&Free Pole Studio: Pole Dance y Danza Aérea en Santander,"C. Perines, 16, bajo interior, 39007 Santander, Cantabria, Spain",5.0,60.0,43.4611115,-3.8217646,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Santander,2026-06-11 16:28:37.666132,ChIJZwd5RU1LSQ0RJtSfGajnNYw,Fly&Free Pole Studio: Pole Dance y Danza Aérea en Santander,"C. Perines, 16, bajo interior, 39007 Santander, Cantabria, Spain",5.0,60.0,43.4611115,-3.8217646,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Santander,2026-06-11 16:28:38.932945,ChIJZwd5RU1LSQ0RJtSfGajnNYw,Fly&Free Pole Studio: Pole Dance y Danza Aérea en Santander,"C. Perines, 16, bajo interior, 39007 Santander, Cantabria, Spain",5.0,60.0,43.4611115,-3.8217646,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole studio,Santander,2026-06-11 16:28:40.053404,ChIJZwd5RU1LSQ0RJtSfGajnNYw,Fly&Free Pole Studio: Pole Dance y Danza Aérea en Santander,"C. Perines, 16, bajo interior, 39007 Santander, Cantabria, Spain",5.0,60.0,43.4611115,-3.8217646,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole academy,Santander,2026-06-11 16:28:41.309312,ChIJZwd5RU1LSQ0RJtSfGajnNYw,Fly&Free Pole Studio: Pole Dance y Danza Aérea en Santander,"C. Perines, 16, bajo interior, 39007 Santander, Cantabria, Spain",5.0,60.0,43.4611115,-3.8217646,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole academy,Santander,2026-06-11 16:28:41.309325,ChIJzz2vcNtLSQ0RVVESyPKSfFs,Slow Santander Pilates & Pole,"C. Alta, 80, bajo, 39008 Santander, Cantabria, Spain",5.0,52.0,43.4585287,-3.8215091,OPERATIONAL,"establishment, gym, health, point_of_interest"
