search_query,province_search,timestamp,place_id,name,formatted_address,rating,user_ratings_total,lat,lng,business_status,types
pole dance,Madrid,2026-06-11 16:24:05.564609,ChIJxQnscLIoQg0R9cKjOGszB48,Madrid Pole Dance Studio,"C. de los Fundadores, 29, Salamanca, 28028 Madrid, Spain",4.6,76.0,40.42467,-3.6655115,CLOSED_TEMPORARILY,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.131985,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132002,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132009,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132015,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132021,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132027,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132032,ChIJUYTW0scoQg0RX68phRg26Fg,Extreme Pole Dance Studio Madrid,"C. del Pilar de Zaragoza, 75b, Salamanca, 28028 Madrid, Spain",,,40.4367142,-3.6729515,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132038,ChIJBVkkMyCJQQ0Rv8WFRVNxz1E,Alondra Pole Space,"C. de Valle Inclán, 24, Latina, 28044 Madrid, Spain",5.0,5.0,40.3802201,-3.7721965,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132050,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132055,ChIJqfwFNxctQg0RMwlxlklEgXo,Neverland Pole & Dance,"Av. de los Pirineos, 25, nave 5, 28703 San Sebastián de los Reyes, Madrid, Spain",4.9,121.0,40.5538544,-3.6102898,OPERATIONAL,"establishment, point_of_interest, school"
pole dance studio,Madrid,2026-06-11 16:24:07.132061,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132066,ChIJH5Hf-RWLQQ0Ru0n-vYg2r7U,Studio Pole And More,"Av. de las Provincias, 18, 28941 Fuenlabrada, Madrid, Spain",5.0,64.0,40.2964441,-3.8010749,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132074,ChIJg7pYylGLQQ0RyE09LlUlF90,Oh my pole Academia de Pole Dance,"C. Aneto, 17, 28944 Fuenlabrada, Madrid, Spain",5.0,75.0,40.2791603,-3.8017149,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132081,ChIJ7Qrqz5cnQg0RBHTP_U_uNF4,The Revolution Place,"C. de San Bernardo, 20, Centro, 28015 Madrid, Spain",5.0,142.0,40.4227018,-3.7074549,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132086,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132092,ChIJw76uNVA5Qg0RPz0NButamcM,Raquel Rios Pole Dance Academy,"C. Jarama, 28, 28891 Velilla de San Antonio, Madrid, Spain",5.0,14.0,40.3665048,-3.4906469,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132098,ChIJsRr72JmFQQ0RWERCZi4SrbI,Isabel García,"Av. de Monteclaro, s/n, 28223 Pozuelo de Alarcón, Madrid, Spain",5.0,17.0,40.4424116,-3.8459773,OPERATIONAL,"establishment, point_of_interest"
pole dance studio,Madrid,2026-06-11 16:24:07.132104,ChIJ8w3vOlgvQg0R4eKlqrqKxJs,ATTITUDE academia de baile,"C. de la Maestra Felisa Lozano, 7, Hortaleza, 28042 Madrid, Spain",4.9,70.0,40.4523162,-3.6084349,OPERATIONAL,"establishment, point_of_interest, school"
pole fitness,Madrid,2026-06-11 16:24:08.511006,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511034,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511041,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511046,ChIJBVkkMyCJQQ0Rv8WFRVNxz1E,Alondra Pole Space,"C. de Valle Inclán, 24, Latina, 28044 Madrid, Spain",5.0,5.0,40.3802201,-3.7721965,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511052,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511058,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511064,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511071,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511077,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511083,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511088,ChIJY9t6gy4nQg0RsnxfPD4nF4g,"Central De Pole, Edificio 2","C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",5.0,26.0,40.4081066,-3.7413069,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511094,ChIJn4-9LoYpQg0RtWtPvoh7iwc,Poleboxluxury - Hermosilla,"C. de Hermosilla, 143, Salamanca, 28028 Madrid, Spain",5.0,22.0,40.4255766,-3.6678611,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511100,ChIJLedP2aIpQg0RDIse8KJJ0Wo,AerialMad,"C. de Benigno Soto, 10, Chamartín, 28002 Madrid, Spain",4.9,102.0,40.4479519,-3.6746291,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511105,ChIJb8yEus4pQg0RU_orIdrEM3o,Poleboxluxury - Retiro,"C. de Pío Baroja, 1, Retiro, 28009 Madrid, Spain",4.8,18.0,40.4157054,-3.6744099,OPERATIONAL,"establishment, point_of_interest"
pole fitness,Madrid,2026-06-11 16:24:08.511112,ChIJUYTW0scoQg0RX68phRg26Fg,Extreme Pole Dance Studio Madrid,"C. del Pilar de Zaragoza, 75b, Salamanca, 28028 Madrid, Spain",,,40.4367142,-3.6729515,OPERATIONAL,"establishment, point_of_interest"
pole studio,Madrid,2026-06-11 16:24:09.904061,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest"
pole studio,Madrid,2026-06-11 16:24:09.904072,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest"
pole studio,Madrid,2026-06-11 16:24:09.904076,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
pole studio,Madrid,2026-06-11 16:24:09.904079,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147674,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147687,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147692,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147698,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147702,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147707,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147711,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147716,ChIJsRr72JmFQQ0RWERCZi4SrbI,Isabel García,"Av. de Monteclaro, s/n, 28223 Pozuelo de Alarcón, Madrid, Spain",5.0,17.0,40.4424116,-3.8459773,OPERATIONAL,"establishment, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147721,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole academy,Madrid,2026-06-11 16:24:11.147736,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470357,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470373,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470378,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470383,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470387,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470392,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470397,ChIJ7Qrqz5cnQg0RBHTP_U_uNF4,The Revolution Place,"C. de San Bernardo, 20, Centro, 28015 Madrid, Spain",5.0,142.0,40.4227018,-3.7074549,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470402,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470406,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470414,ChIJLedP2aIpQg0RDIse8KJJ0Wo,AerialMad,"C. de Benigno Soto, 10, Chamartín, 28002 Madrid, Spain",4.9,102.0,40.4479519,-3.6746291,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470421,ChIJqfwFNxctQg0RMwlxlklEgXo,Neverland Pole & Dance,"Av. de los Pirineos, 25, nave 5, 28703 San Sebastián de los Reyes, Madrid, Spain",4.9,121.0,40.5538544,-3.6102898,OPERATIONAL,"establishment, point_of_interest, school"
pole art,Madrid,2026-06-11 16:24:12.470431,ChIJuTYYWy0mQg0RluyJMFRm-Gc,Espacio que Vuela,"C. Amaltea, Arganzuela, 28045 Madrid, Spain",4.7,109.0,40.39498529999999,-3.6822291,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470436,ChIJ-XFZeIj_Lg0RgIW4J9nzHQ4,Pole Art by Raquel Oitavén,"Av. de Lugo, 209, 15703 Santiago de Compostela, La Coruña, Spain",4.9,33.0,42.8808265,-8.5335144,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470440,ChIJw76uNVA5Qg0RPz0NButamcM,Raquel Rios Pole Dance Academy,"C. Jarama, 28, 28891 Velilla de San Antonio, Madrid, Spain",5.0,14.0,40.3665048,-3.4906469,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470444,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470452,ChIJY3bTh8gnQg0RGr_FyoOPb2M,Acrobatics School Fedriani,"C. del Conde de Vistahermosa, 9, Carabanchel, 28019 Madrid, Spain",4.4,80.0,40.39462839999999,-3.7126802,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470456,ChIJ75P_7ismQg0RT_j9a0ZzPnY,WOSAP Dance School,"C. de Amparo Usera, 12, Usera, 28026 Madrid, Spain",4.8,474.0,40.388293,-3.7015722,OPERATIONAL,"establishment, point_of_interest"
pole art,Madrid,2026-06-11 16:24:12.470463,ChIJAVFrjmaPQQ0R5ynUl0tEr8w,Pole Soul Alcorcón,"Av. las Retamas, 80, 28922 Alcorcón, Madrid, Spain",4.4,18.0,40.33853999999999,-3.82654,OPERATIONAL,"establishment, point_of_interest"
pole school,Madrid,2026-06-11 16:24:13.735565,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
pole school,Madrid,2026-06-11 16:24:13.735580,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest"
pole school,Madrid,2026-06-11 16:24:13.735587,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest"
pole school,Madrid,2026-06-11 16:24:13.735594,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest"
pole school,Madrid,2026-06-11 16:24:13.735601,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole school,Madrid,2026-06-11 16:24:13.735608,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest"
pole school,Madrid,2026-06-11 16:24:13.735614,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole school,Madrid,2026-06-11 16:24:13.735621,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966812,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966821,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966825,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966831,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966835,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966838,ChIJBVkkMyCJQQ0Rv8WFRVNxz1E,Alondra Pole Space,"C. de Valle Inclán, 24, Latina, 28044 Madrid, Spain",5.0,5.0,40.3802201,-3.7721965,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966841,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966845,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966848,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966851,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966855,ChIJ7Qrqz5cnQg0RBHTP_U_uNF4,The Revolution Place,"C. de San Bernardo, 20, Centro, 28015 Madrid, Spain",5.0,142.0,40.4227018,-3.7074549,OPERATIONAL,"establishment, point_of_interest"
pole classes,Madrid,2026-06-11 16:24:14.966858,ChIJLedP2aIpQg0RDIse8KJJ0Wo,AerialMad,"C. de Benigno Soto, 10, Chamartín, 28002 Madrid, Spain",4.9,102.0,40.4479519,-3.6746291,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole training,Madrid,2026-06-11 16:24:16.700255,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest"
pole training,Madrid,2026-06-11 16:24:16.700266,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest"
pole training,Madrid,2026-06-11 16:24:16.700270,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest"
pole training,Madrid,2026-06-11 16:24:16.700273,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole training,Madrid,2026-06-11 16:24:16.700276,ChIJBVkkMyCJQQ0Rv8WFRVNxz1E,Alondra Pole Space,"C. de Valle Inclán, 24, Latina, 28044 Madrid, Spain",5.0,5.0,40.3802201,-3.7721965,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole training,Madrid,2026-06-11 16:24:16.700279,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest"
pole training,Madrid,2026-06-11 16:24:16.700282,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest"
pole training,Madrid,2026-06-11 16:24:16.700287,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest"
