search_query,province_search,timestamp,place_id,name,formatted_address,rating,user_ratings_total,lat,lng,business_status,types,website,phone,horario,google_maps_url,lat_precisa,lng_precisa
pole training,Madrid,2026-06-11 16:24:16.700299,ChIJb8yEus4pQg0RU_orIdrEM3o,Poleboxluxury - Retiro,"C. de Pío Baroja, 1, Retiro, 28009 Madrid, Spain",4.8,18.0,40.4157054,-3.6744099,OPERATIONAL,"establishment, point_of_interest",https://www.poleboxluxury.com/,627 47 77 27,lunes: 7:00–22:00 | martes: 7:00–22:00 | miércoles: 7:00–22:00 | jueves: 7:00–22:00 | viernes: 7:00–22:00 | sábado: 9:00–22:00 | domingo: 9:00–22:00,https://maps.google.com/?cid=8805598137577896531,40.4157054,
pole training,Madrid,2026-06-11 16:24:16.700302,ChIJLedP2aIpQg0RDIse8KJJ0Wo,AerialMad,"C. de Benigno Soto, 10, Chamartín, 28002 Madrid, Spain",4.9,102.0,40.4479519,-3.6746291,OPERATIONAL,"establishment, gym, health, point_of_interest",http://aerialmad.es/,695 03 06 05,"lunes: 18:50–22:00 | martes: 10:00–12:00, 17:50–22:00 | miércoles: 18:50–22:00 | jueves: 10:00–12:00, 17:50–22:00 | viernes: Cerrado | sábado: 10:00–13:00 | domingo: Cerrado",https://maps.google.com/?cid=7697014202314951436,40.4479519,
pole training,Madrid,2026-06-11 16:24:16.700305,ChIJ7Qrqz5cnQg0RBHTP_U_uNF4,The Revolution Place,"C. de San Bernardo, 20, Centro, 28015 Madrid, Spain",5.0,142.0,40.4227018,-3.7074549,OPERATIONAL,"establishment, point_of_interest",https://www.therevolutionplace.com/,658 86 81 89,lunes: 18:30–22:00 | martes: 18:30–22:00 | miércoles: 18:00–22:00 | jueves: 18:00–22:00 | viernes: 18:30–20:30 | sábado: Cerrado | domingo: Cerrado,https://maps.google.com/?cid=6788312565682238468,40.4227018,
pole training,Madrid,2026-06-11 16:24:16.700308,ChIJezyhaxElQg0RokWsTEnX_uo,Pole del Kas,"C. de Ana Mariscal, 3, Vicálvaro, 28032 Madrid, Spain",5.0,12.0,40.3947768,-3.6227508,OPERATIONAL,"establishment, point_of_interest",https://www.poledelkas.com/,623 76 97 81,"lunes: 16:00–21:00 | martes: 9:45–12:30, 15:45–20:30 | miércoles: 16:00–20:45 | jueves: 9:45–12:30, 16:00–20:45 | viernes: 17:30–20:00 | sábado: 10:00–13:00 | domingo: Cerrado",https://maps.google.com/?cid=16933208358778586530,40.3947768,
aerial pole,Madrid,2026-06-11 16:24:18.064691,ChIJgTwKgJcpQg0RaSKMYcHeNsQ,Madrid,"Madrid, Spain",,,40.41672790000001,-3.7032905,,"locality, political",,,,https://maps.google.com/?cid=14138733002322879081,40.41672790000001,
aerial dance,Madrid,2026-06-11 16:24:19.536040,ChIJLedP2aIpQg0RDIse8KJJ0Wo,AerialMad,"C. de Benigno Soto, 10, Chamartín, 28002 Madrid, Spain",4.9,102.0,40.4479519,-3.6746291,OPERATIONAL,"establishment, gym, health, point_of_interest",http://aerialmad.es/,695 03 06 05,"lunes: 18:50–22:00 | martes: 10:00–12:00, 17:50–22:00 | miércoles: 18:50–22:00 | jueves: 10:00–12:00, 17:50–22:00 | viernes: Cerrado | sábado: 10:00–13:00 | domingo: Cerrado",https://maps.google.com/?cid=7697014202314951436,40.4479519,
aerial dance,Madrid,2026-06-11 16:24:19.536050,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest",https://www.glowupolemadrid.com/,622 07 34 88,"lunes: 10:00–13:00, 17:00–22:00 | martes: 10:00–13:00, 17:00–22:00 | miércoles: 10:00–13:00, 17:00–22:00 | jueves: 10:00–13:00, 17:00–22:00 | viernes: 10:00–13:00, 16:00–20:00 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=10008471117218929991,40.3895933,
aerial dance,Madrid,2026-06-11 16:24:19.536053,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest",http://www.centraldepole.com/,628 68 54 08,lunes: 16:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 11:30–14:30 | domingo: Cerrado,https://maps.google.com/?cid=16669198398719084701,40.4081363,
aerial dance,Madrid,2026-06-11 16:24:19.536057,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest",https://glowupolemadrid.com/,622 07 34 88,"lunes: 17:00–22:00 | martes: 11:00–12:00, 17:00–22:00 | miércoles: 17:00–22:00 | jueves: 11:00–12:30, 17:00–22:00 | viernes: 17:00–19:30 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=17719649258617693938,40.4259852,
aerial dance,Madrid,2026-06-11 16:24:19.536060,ChIJuTYYWy0mQg0RluyJMFRm-Gc,Espacio que Vuela,"C. Amaltea, Arganzuela, 28045 Madrid, Spain",4.7,109.0,40.39498529999999,-3.6822291,OPERATIONAL,"establishment, point_of_interest",https://vueladanzaerea.com/,,,https://maps.google.com/?cid=7491850491908451478,40.39498529999999,
aerial dance,Madrid,2026-06-11 16:24:19.536063,ChIJD7mVotMmQg0Rs9-y9tL8tIQ,Team All Star,"C. Trans. Tercera, Villaverde, 28021 Madrid, Spain",4.9,87.0,40.3346101,-3.6964153,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.teamallstars.es/,662 25 16 82,lunes: 10:00–23:00 | martes: 10:00–23:00 | miércoles: 10:00–23:00 | jueves: 10:00–23:00 | viernes: 10:00–20:00 | sábado: 10:00–16:00 | domingo: Cerrado,https://maps.google.com/?cid=9562545891826655155,40.3346101,
aerial dance,Madrid,2026-06-11 16:24:19.536072,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest",http://garageunderground.es/,609 57 90 34,lunes: 9:30–22:00 | martes: 9:30–22:00 | miércoles: 9:30–22:00 | jueves: 9:30–22:00 | viernes: 9:30–22:00 | sábado: 9:30–22:00 | domingo: Cerrado,https://maps.google.com/?cid=7893591805723922124,40.4346538,
aerial dance,Madrid,2026-06-11 16:24:19.536077,ChIJY3bTh8gnQg0RGr_FyoOPb2M,Acrobatics School Fedriani,"C. del Conde de Vistahermosa, 9, Carabanchel, 28019 Madrid, Spain",4.4,80.0,40.39462839999999,-3.7126802,OPERATIONAL,"establishment, point_of_interest",http://www.escueladeacrobaciafedriani.com/,910 09 36 41,"lunes: 10:00–14:00, 17:00–21:00 | martes: 10:00–14:00, 17:00–21:00 | miércoles: 10:00–14:00, 17:00–21:00 | jueves: 10:00–14:00, 17:00–21:00 | viernes: 10:00–14:00, 17:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=7165103328375193370,40.39462839999999,
aerial dance,Madrid,2026-06-11 16:24:19.536080,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.escuelaflow.es/,672 67 39 33,"lunes: 11:00–13:30, 17:30–22:30 | martes: 11:00–14:00, 17:00–22:30 | miércoles: 11:00–14:00, 16:30–22:30 | jueves: 11:00–12:30, 17:00–23:00 | viernes: 12:30–14:00, 17:00–21:30 | sábado: 11:30–14:30 | domingo: Cerrado",https://maps.google.com/?cid=7979967734081976972,40.4572726,
aerial dance,Madrid,2026-06-11 16:24:19.536083,ChIJSV-pGmglQg0R4Oa-BEW8c38,Escuela de Circo Arte Olimpia,"Calle de Luis I, 31, Nave 1, Villa de Vallecas, 28031 Madrid, Spain",4.7,150.0,40.37580740000001,-3.6435488,OPERATIONAL,"establishment, point_of_interest",https://www.arteolimpia.es/,613 16 62 08,"lunes: 8:30–10:30, 16:00–22:00 | martes: 16:00–22:00 | miércoles: 8:30–12:30, 16:00–22:00 | jueves: 10:30–12:00, 16:00–22:00 | viernes: 16:00–22:00 | sábado: 10:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=9183891069756958432,40.37580740000001,
aerial dance,Madrid,2026-06-11 16:24:19.536086,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest",https://movartpolestudio.com/,604 89 17 64,lunes: 11:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado,https://maps.google.com/?cid=17813906805639163551,40.3866678,
aerial dance,Madrid,2026-06-11 16:24:19.536089,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.centroelhorno.com/,659 92 09 72,lunes: 10:00–21:30 | martes: 10:00–21:30 | miércoles: 10:00–21:30 | jueves: 10:00–21:30 | viernes: 10:00–21:30 | sábado: 10:00–15:00 | domingo: Cerrado,https://maps.google.com/?cid=3520559091521720707,40.41107,
aerial dance,Madrid,2026-06-11 16:24:19.536092,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest",https://duplasfit.com/,641 01 73 03,,https://maps.google.com/?cid=7393192051261470802,40.4620904,
aerial dance,Madrid,2026-06-11 16:24:19.536095,ChIJ7Qrqz5cnQg0RBHTP_U_uNF4,The Revolution Place,"C. de San Bernardo, 20, Centro, 28015 Madrid, Spain",5.0,142.0,40.4227018,-3.7074549,OPERATIONAL,"establishment, point_of_interest",https://www.therevolutionplace.com/,658 86 81 89,lunes: 18:30–22:00 | martes: 18:30–22:00 | miércoles: 18:00–22:00 | jueves: 18:00–22:00 | viernes: 18:30–20:30 | sábado: Cerrado | domingo: Cerrado,https://maps.google.com/?cid=6788312565682238468,40.4227018,
aerial dance,Madrid,2026-06-11 16:24:19.536097,ChIJqfwFNxctQg0RMwlxlklEgXo,Neverland Pole & Dance,"Av. de los Pirineos, 25, nave 5, 28703 San Sebastián de los Reyes, Madrid, Spain",4.9,121.0,40.5538544,-3.6102898,OPERATIONAL,"establishment, point_of_interest, school",https://neverlandescuela.com/,911 48 65 57,lunes: 10:00–21:30 | martes: 10:00–21:30 | miércoles: 10:00–21:30 | jueves: 10:00–21:30 | viernes: 10:00–20:30 | sábado: 10:00–14:30 | domingo: 10:00–13:00,https://maps.google.com/?cid=8827411827470174515,40.5538544,
aerial dance,Madrid,2026-06-11 16:24:19.536102,ChIJ75P_7ismQg0RT_j9a0ZzPnY,WOSAP Dance School,"C. de Amparo Usera, 12, Usera, 28026 Madrid, Spain",4.8,474.0,40.388293,-3.7015722,OPERATIONAL,"establishment, point_of_interest",https://www.wosap.com/,627 05 36 61,"lunes: 10:30–15:00, 17:00–22:00 | martes: 10:30–14:00, 17:00–22:00 | miércoles: 10:30–14:00, 17:30–21:00 | jueves: 10:30–14:00, 17:00–21:30 | viernes: 10:30–15:00, 16:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=8520374291328268367,40.388293,
aerial dance,Madrid,2026-06-11 16:24:19.536111,ChIJ-YqBiKeNQQ0ROv4rGstu-fA,Solo Vuela Arroyomolinos - Telas Aéreas,"C. de Santiago Ramón y Cajal, 84, 28939 Arroyomolinos, Madrid, Spain",5.0,42.0,40.3015277,-3.8992425,OPERATIONAL,"establishment, gym, health, point_of_interest",https://www.solovuela.com/,677 44 66 40,"lunes: 9:00–14:00, 17:00–22:00 | martes: 9:00–14:00, 17:00–21:00 | miércoles: 9:00–14:00, 17:00–22:00 | jueves: 9:00–14:00, 17:00–21:00 | viernes: 9:00–14:00, 17:00–21:00 | sábado: 10:00–15:00 | domingo: Cerrado",https://maps.google.com/?cid=17364031656900165178,40.3015277,
aerial dance,Madrid,2026-06-11 16:24:19.536120,ChIJ8w3vOlgvQg0R4eKlqrqKxJs,ATTITUDE academia de baile,"C. de la Maestra Felisa Lozano, 7, Hortaleza, 28042 Madrid, Spain",4.9,70.0,40.4523162,-3.6084349,OPERATIONAL,"establishment, point_of_interest, school",https://attitudedance2022.ismygym.com/centro-attitude/home,641 22 44 70,"lunes: 17:00–21:00 | martes: 10:30–13:00, 17:00–21:30 | miércoles: 18:15–21:00 | jueves: 10:30–13:00, 17:30–22:30 | viernes: 17:00–20:00 | sábado: 10:30–13:30 | domingo: Cerrado",https://maps.google.com/?cid=11224248705645667041,40.4523162,
aerial dance,Madrid,2026-06-11 16:24:19.536127,ChIJEWcDxwovQg0RuVh3Cv5Vj7M,Blanco y Negro Studio,"Calle de Julian Camarillo, 47, Portal D Local 007, San Blas-Canillejas, 28037 Madrid, Spain",4.5,23.0,40.436576,-3.622875999999999,OPERATIONAL,"establishment, point_of_interest",http://www.blancoynegrostudio.com/,687 55 53 83,lunes: 10:00–22:30 | martes: 10:00–22:30 | miércoles: 10:00–22:30 | jueves: 10:00–22:30 | viernes: 10:00–22:30 | sábado: 10:00–23:00 | domingo: 10:00–23:00,https://maps.google.com/?cid=12938654804044372153,40.436576,
aerial dance,Madrid,2026-06-11 16:24:19.536134,ChIJw72ajOeNQQ0RhQeCzGqMv0U,Solo Vuela - Telas Aéreas,"C. Andrómeda, 31, Local 1, 28938 Móstoles, Madrid, Spain",5.0,33.0,40.3122463,-3.8601101,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.solovuela.com/,640 84 26 57,lunes: 10:00–22:00 | martes: 10:00–22:00 | miércoles: 10:00–22:00 | jueves: 10:00–22:00 | viernes: 10:00–22:00 | sábado: Cerrado | domingo: Cerrado,https://maps.google.com/?cid=5025890099494258565,40.3122463,
pole and aerial,Madrid,2026-06-11 16:24:23.736649,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest",http://www.centraldepole.com/,628 68 54 08,lunes: 16:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 11:30–14:30 | domingo: Cerrado,https://maps.google.com/?cid=16669198398719084701,40.4081363,
pole and aerial,Madrid,2026-06-11 16:24:23.736658,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest",https://www.glowupolemadrid.com/,622 07 34 88,"lunes: 10:00–13:00, 17:00–22:00 | martes: 10:00–13:00, 17:00–22:00 | miércoles: 10:00–13:00, 17:00–22:00 | jueves: 10:00–13:00, 17:00–22:00 | viernes: 10:00–13:00, 16:00–20:00 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=10008471117218929991,40.3895933,
pole and aerial,Madrid,2026-06-11 16:24:23.736662,ChIJLedP2aIpQg0RDIse8KJJ0Wo,AerialMad,"C. de Benigno Soto, 10, Chamartín, 28002 Madrid, Spain",4.9,102.0,40.4479519,-3.6746291,OPERATIONAL,"establishment, gym, health, point_of_interest",http://aerialmad.es/,695 03 06 05,"lunes: 18:50–22:00 | martes: 10:00–12:00, 17:50–22:00 | miércoles: 18:50–22:00 | jueves: 10:00–12:00, 17:50–22:00 | viernes: Cerrado | sábado: 10:00–13:00 | domingo: Cerrado",https://maps.google.com/?cid=7697014202314951436,40.4479519,
pole and aerial,Madrid,2026-06-11 16:24:23.736665,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest",https://glowupolemadrid.com/,622 07 34 88,"lunes: 17:00–22:00 | martes: 11:00–12:00, 17:00–22:00 | miércoles: 17:00–22:00 | jueves: 11:00–12:30, 17:00–22:00 | viernes: 17:00–19:30 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=17719649258617693938,40.4259852,
pole and aerial,Madrid,2026-06-11 16:24:23.736668,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest",https://movartpolestudio.com/,604 89 17 64,lunes: 11:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado,https://maps.google.com/?cid=17813906805639163551,40.3866678,
pole and aerial,Madrid,2026-06-11 16:24:23.736672,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest",https://angelspolestudio.es/,667 83 62 09,,https://maps.google.com/?cid=5791521545814133846,40.3295837,
pole and aerial,Madrid,2026-06-11 16:24:23.736675,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest",http://garageunderground.es/,609 57 90 34,lunes: 9:30–22:00 | martes: 9:30–22:00 | miércoles: 9:30–22:00 | jueves: 9:30–22:00 | viernes: 9:30–22:00 | sábado: 9:30–22:00 | domingo: Cerrado,https://maps.google.com/?cid=7893591805723922124,40.4346538,
pole and aerial,Madrid,2026-06-11 16:24:23.736680,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest",https://duplasfit.com/,641 01 73 03,,https://maps.google.com/?cid=7393192051261470802,40.4620904,
pole and aerial,Madrid,2026-06-11 16:24:23.736683,ChIJb8yEus4pQg0RU_orIdrEM3o,Poleboxluxury - Retiro,"C. de Pío Baroja, 1, Retiro, 28009 Madrid, Spain",4.8,18.0,40.4157054,-3.6744099,OPERATIONAL,"establishment, point_of_interest",https://www.poleboxluxury.com/,627 47 77 27,lunes: 7:00–22:00 | martes: 7:00–22:00 | miércoles: 7:00–22:00 | jueves: 7:00–22:00 | viernes: 7:00–22:00 | sábado: 9:00–22:00 | domingo: 9:00–22:00,https://maps.google.com/?cid=8805598137577896531,40.4157054,
pole and aerial,Madrid,2026-06-11 16:24:23.736686,ChIJSV-pGmglQg0R4Oa-BEW8c38,Escuela de Circo Arte Olimpia,"Calle de Luis I, 31, Nave 1, Villa de Vallecas, 28031 Madrid, Spain",4.7,150.0,40.37580740000001,-3.6435488,OPERATIONAL,"establishment, point_of_interest",https://www.arteolimpia.es/,613 16 62 08,"lunes: 8:30–10:30, 16:00–22:00 | martes: 16:00–22:00 | miércoles: 8:30–12:30, 16:00–22:00 | jueves: 10:30–12:00, 16:00–22:00 | viernes: 16:00–22:00 | sábado: 10:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=9183891069756958432,40.37580740000001,
pole and aerial,Madrid,2026-06-11 16:24:23.736690,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.escuelaflow.es/,672 67 39 33,"lunes: 11:00–13:30, 17:30–22:30 | martes: 11:00–14:00, 17:00–22:30 | miércoles: 11:00–14:00, 16:30–22:30 | jueves: 11:00–12:30, 17:00–23:00 | viernes: 12:30–14:00, 17:00–21:30 | sábado: 11:30–14:30 | domingo: Cerrado",https://maps.google.com/?cid=7979967734081976972,40.4572726,
pole and aerial,Madrid,2026-06-11 16:24:23.736693,ChIJY3bTh8gnQg0RGr_FyoOPb2M,Acrobatics School Fedriani,"C. del Conde de Vistahermosa, 9, Carabanchel, 28019 Madrid, Spain",4.4,80.0,40.39462839999999,-3.7126802,OPERATIONAL,"establishment, point_of_interest",http://www.escueladeacrobaciafedriani.com/,910 09 36 41,"lunes: 10:00–14:00, 17:00–21:00 | martes: 10:00–14:00, 17:00–21:00 | miércoles: 10:00–14:00, 17:00–21:00 | jueves: 10:00–14:00, 17:00–21:00 | viernes: 10:00–14:00, 17:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=7165103328375193370,40.39462839999999,
exotic pole,Madrid,2026-06-11 16:24:24.986819,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest",http://www.centraldepole.com/,628 68 54 08,lunes: 16:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 11:30–14:30 | domingo: Cerrado,https://maps.google.com/?cid=16669198398719084701,40.4081363,
exotic pole,Madrid,2026-06-11 16:24:24.986831,ChIJn4-9LoYpQg0RtWtPvoh7iwc,Poleboxluxury - Hermosilla,"C. de Hermosilla, 143, Salamanca, 28028 Madrid, Spain",5.0,22.0,40.4255766,-3.6678611,OPERATIONAL,"establishment, point_of_interest",https://poleboxluxury.com/,627 47 77 27,lunes: Abierto 24 horas | martes: Abierto 24 horas | miércoles: Abierto 24 horas | jueves: Abierto 24 horas | viernes: Abierto 24 horas | sábado: Abierto 24 horas | domingo: Abierto 24 horas,https://maps.google.com/?cid=543664007266921397,40.4255766,
exotic pole,Madrid,2026-06-11 16:24:24.986837,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest",https://angelspolestudio.es/,667 83 62 09,,https://maps.google.com/?cid=5791521545814133846,40.3295837,
exotic pole,Madrid,2026-06-11 16:24:24.986843,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.escuelaflow.es/,672 67 39 33,"lunes: 11:00–13:30, 17:30–22:30 | martes: 11:00–14:00, 17:00–22:30 | miércoles: 11:00–14:00, 16:30–22:30 | jueves: 11:00–12:30, 17:00–23:00 | viernes: 12:30–14:00, 17:00–21:30 | sábado: 11:30–14:30 | domingo: Cerrado",https://maps.google.com/?cid=7979967734081976972,40.4572726,
exotic pole,Madrid,2026-06-11 16:24:24.986849,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest",https://www.glowupolemadrid.com/,622 07 34 88,"lunes: 10:00–13:00, 17:00–22:00 | martes: 10:00–13:00, 17:00–22:00 | miércoles: 10:00–13:00, 17:00–22:00 | jueves: 10:00–13:00, 17:00–22:00 | viernes: 10:00–13:00, 16:00–20:00 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=10008471117218929991,40.3895933,
exotic pole,Madrid,2026-06-11 16:24:24.986854,ChIJH5Hf-RWLQQ0Ru0n-vYg2r7U,Studio Pole And More,"Av. de las Provincias, 18, 28941 Fuenlabrada, Madrid, Spain",5.0,64.0,40.2964441,-3.8010749,OPERATIONAL,"establishment, point_of_interest",https://www.instagram.com/reel/Cc7RBT9q2a0/?igshid=NmZiMzY2Mjc=,606 82 89 69,"lunes: Cerrado | martes: 10:00–13:00, 19:00–22:30 | miércoles: 18:00–21:00 | jueves: 10:00–22:00 | viernes: Cerrado | sábado: Cerrado | domingo: Cerrado",https://maps.google.com/?cid=13091742602720332219,40.2964441,
exotic pole,Madrid,2026-06-11 16:24:24.986860,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.centroelhorno.com/,659 92 09 72,lunes: 10:00–21:30 | martes: 10:00–21:30 | miércoles: 10:00–21:30 | jueves: 10:00–21:30 | viernes: 10:00–21:30 | sábado: 10:00–15:00 | domingo: Cerrado,https://maps.google.com/?cid=3520559091521720707,40.41107,
exotic pole,Madrid,2026-06-11 16:24:24.986866,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest",https://movartpolestudio.com/,604 89 17 64,lunes: 11:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado,https://maps.google.com/?cid=17813906805639163551,40.3866678,
exotic pole,Madrid,2026-06-11 16:24:24.986871,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest",https://duplasfit.com/,641 01 73 03,,https://maps.google.com/?cid=7393192051261470802,40.4620904,
exotic pole,Madrid,2026-06-11 16:24:24.986877,ChIJlx3QdQAnQg0RRwwwVXMWcLY,XTRM Dance Madrid,"C. del Camino Viejo de Leganés, 43, Carabanchel, 28019 Madrid, Spain",3.8,19.0,40.3910768,-3.7247105,OPERATIONAL,"establishment, point_of_interest",https://xtrmdance.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZlCoXFseAZlnWY_rb9P9ruienzwpbIUbS6d9a5XWh_nBZ_H6op91HgU6g_aem_OKQbxZVAkhpPDCZtjLYzwg,647 11 10 46,lunes: 9:00–21:00 | martes: 9:00–21:00 | miércoles: 9:00–21:00 | jueves: 9:00–21:00 | viernes: 9:00–21:00 | sábado: 9:00–21:00 | domingo: 9:00–21:00,https://maps.google.com/?cid=13146031996900740167,40.3910768,
