search_query,province_search,timestamp,place_id,name,formatted_address,rating,user_ratings_total,lat,lng,business_status,types,website,phone,horario,google_maps_url,lat_precisa,lng_precisa
pole dance,Madrid,2026-06-11 16:24:05.564609,ChIJxQnscLIoQg0R9cKjOGszB48,Madrid Pole Dance Studio,"C. de los Fundadores, 29, Salamanca, 28028 Madrid, Spain",4.6,76.0,40.42467,-3.6655115,CLOSED_TEMPORARILY,"establishment, point_of_interest",,678 81 87 10,,https://maps.google.com/?cid=10306262807865443061,40.42467,
pole dance studio,Madrid,2026-06-11 16:24:07.131985,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest",https://movartpolestudio.com/,604 89 17 64,lunes: 11:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado,https://maps.google.com/?cid=17813906805639163551,40.3866678,
pole dance studio,Madrid,2026-06-11 16:24:07.132002,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest",https://www.glowupolemadrid.com/,622 07 34 88,"lunes: 10:00–13:00, 17:00–22:00 | martes: 10:00–13:00, 17:00–22:00 | miércoles: 10:00–13:00, 17:00–22:00 | jueves: 10:00–13:00, 17:00–22:00 | viernes: 10:00–13:00, 16:00–20:00 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=10008471117218929991,40.3895933,
pole dance studio,Madrid,2026-06-11 16:24:07.132009,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest",http://www.centraldepole.com/,628 68 54 08,lunes: 16:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 11:30–14:30 | domingo: Cerrado,https://maps.google.com/?cid=16669198398719084701,40.4081363,
pole dance studio,Madrid,2026-06-11 16:24:07.132015,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest",https://glowupolemadrid.com/,622 07 34 88,"lunes: 17:00–22:00 | martes: 11:00–12:00, 17:00–22:00 | miércoles: 17:00–22:00 | jueves: 11:00–12:30, 17:00–22:00 | viernes: 17:00–19:30 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=17719649258617693938,40.4259852,
pole dance studio,Madrid,2026-06-11 16:24:07.132021,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.escuelaflow.es/,672 67 39 33,"lunes: 11:00–13:30, 17:30–22:30 | martes: 11:00–14:00, 17:00–22:30 | miércoles: 11:00–14:00, 16:30–22:30 | jueves: 11:00–12:30, 17:00–23:00 | viernes: 12:30–14:00, 17:00–21:30 | sábado: 11:30–14:30 | domingo: Cerrado",https://maps.google.com/?cid=7979967734081976972,40.4572726,
pole dance studio,Madrid,2026-06-11 16:24:07.132027,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest",https://angelspolestudio.es/,667 83 62 09,,https://maps.google.com/?cid=5791521545814133846,40.3295837,
pole dance studio,Madrid,2026-06-11 16:24:07.132032,ChIJUYTW0scoQg0RX68phRg26Fg,Extreme Pole Dance Studio Madrid,"C. del Pilar de Zaragoza, 75b, Salamanca, 28028 Madrid, Spain",,,40.4367142,-3.6729515,OPERATIONAL,"establishment, point_of_interest",,667 12 64 06,,https://maps.google.com/?cid=6406429948875747167,40.4367142,
pole dance studio,Madrid,2026-06-11 16:24:07.132038,ChIJBVkkMyCJQQ0Rv8WFRVNxz1E,Alondra Pole Space,"C. de Valle Inclán, 24, Latina, 28044 Madrid, Spain",5.0,5.0,40.3802201,-3.7721965,OPERATIONAL,"establishment, gym, health, point_of_interest",https://www.alondrapolespace.es/,614 05 75 03,lunes: 7:30–24:00 | martes: 7:30–24:00 | miércoles: 7:30–24:00 | jueves: 7:30–24:00 | viernes: 7:30–24:00 | sábado: 7:30–24:00 | domingo: 7:30–24:00,https://maps.google.com/?cid=5895055039713887679,40.3802201,
pole dance studio,Madrid,2026-06-11 16:24:07.132050,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest",https://duplasfit.com/,641 01 73 03,,https://maps.google.com/?cid=7393192051261470802,40.4620904,
pole dance studio,Madrid,2026-06-11 16:24:07.132055,ChIJqfwFNxctQg0RMwlxlklEgXo,Neverland Pole & Dance,"Av. de los Pirineos, 25, nave 5, 28703 San Sebastián de los Reyes, Madrid, Spain",4.9,121.0,40.5538544,-3.6102898,OPERATIONAL,"establishment, point_of_interest, school",https://neverlandescuela.com/,911 48 65 57,lunes: 10:00–21:30 | martes: 10:00–21:30 | miércoles: 10:00–21:30 | jueves: 10:00–21:30 | viernes: 10:00–20:30 | sábado: 10:00–14:30 | domingo: 10:00–13:00,https://maps.google.com/?cid=8827411827470174515,40.5538544,
pole dance studio,Madrid,2026-06-11 16:24:07.132061,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest",http://garageunderground.es/,609 57 90 34,lunes: 9:30–22:00 | martes: 9:30–22:00 | miércoles: 9:30–22:00 | jueves: 9:30–22:00 | viernes: 9:30–22:00 | sábado: 9:30–22:00 | domingo: Cerrado,https://maps.google.com/?cid=7893591805723922124,40.4346538,
pole dance studio,Madrid,2026-06-11 16:24:07.132066,ChIJH5Hf-RWLQQ0Ru0n-vYg2r7U,Studio Pole And More,"Av. de las Provincias, 18, 28941 Fuenlabrada, Madrid, Spain",5.0,64.0,40.2964441,-3.8010749,OPERATIONAL,"establishment, point_of_interest",https://www.instagram.com/reel/Cc7RBT9q2a0/?igshid=NmZiMzY2Mjc=,606 82 89 69,"lunes: Cerrado | martes: 10:00–13:00, 19:00–22:30 | miércoles: 18:00–21:00 | jueves: 10:00–22:00 | viernes: Cerrado | sábado: Cerrado | domingo: Cerrado",https://maps.google.com/?cid=13091742602720332219,40.2964441,
pole dance studio,Madrid,2026-06-11 16:24:07.132074,ChIJg7pYylGLQQ0RyE09LlUlF90,Oh my pole Academia de Pole Dance,"C. Aneto, 17, 28944 Fuenlabrada, Madrid, Spain",5.0,75.0,40.2791603,-3.8017149,OPERATIONAL,"establishment, point_of_interest",http://ohmypole.es/,645 53 10 72,"lunes: 10:00–12:30, 17:00–21:30 | martes: 10:00–12:30, 17:00–21:30 | miércoles: 10:00–12:30, 17:00–22:00 | jueves: 10:00–12:30, 17:00–22:00 | viernes: 10:00–13:00, 17:00–21:30 | sábado: 10:00–13:00 | domingo: Cerrado",https://maps.google.com/?cid=15931243254624636360,40.2791603,
pole dance studio,Madrid,2026-06-11 16:24:07.132081,ChIJ7Qrqz5cnQg0RBHTP_U_uNF4,The Revolution Place,"C. de San Bernardo, 20, Centro, 28015 Madrid, Spain",5.0,142.0,40.4227018,-3.7074549,OPERATIONAL,"establishment, point_of_interest",https://www.therevolutionplace.com/,658 86 81 89,lunes: 18:30–22:00 | martes: 18:30–22:00 | miércoles: 18:00–22:00 | jueves: 18:00–22:00 | viernes: 18:30–20:30 | sábado: Cerrado | domingo: Cerrado,https://maps.google.com/?cid=6788312565682238468,40.4227018,
pole dance studio,Madrid,2026-06-11 16:24:07.132086,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.centroelhorno.com/,659 92 09 72,lunes: 10:00–21:30 | martes: 10:00–21:30 | miércoles: 10:00–21:30 | jueves: 10:00–21:30 | viernes: 10:00–21:30 | sábado: 10:00–15:00 | domingo: Cerrado,https://maps.google.com/?cid=3520559091521720707,40.41107,
pole dance studio,Madrid,2026-06-11 16:24:07.132092,ChIJw76uNVA5Qg0RPz0NButamcM,Raquel Rios Pole Dance Academy,"C. Jarama, 28, 28891 Velilla de San Antonio, Madrid, Spain",5.0,14.0,40.3665048,-3.4906469,OPERATIONAL,"establishment, point_of_interest",,,lunes: 10:30–22:00 | martes: 10:30–22:00 | miércoles: 10:30–22:00 | jueves: 10:30–22:00 | viernes: Cerrado | sábado: Cerrado | domingo: Cerrado,https://maps.google.com/?cid=14094396474298023231,40.3665048,
pole dance studio,Madrid,2026-06-11 16:24:07.132098,ChIJsRr72JmFQQ0RWERCZi4SrbI,Isabel García,"Av. de Monteclaro, s/n, 28223 Pozuelo de Alarcón, Madrid, Spain",5.0,17.0,40.4424116,-3.8459773,OPERATIONAL,"establishment, point_of_interest",https://www.instagram.com/isabelgarciapolestudio/?next=%2F,686 79 45 88,lunes: 10:30–21:30 | martes: 10:30–21:30 | miércoles: 10:30–21:30 | jueves: 10:30–21:30 | viernes: 10:30–19:00 | sábado: Cerrado | domingo: Cerrado,https://maps.google.com/?cid=12874966900215530584,40.4424116,
pole dance studio,Madrid,2026-06-11 16:24:07.132104,ChIJ8w3vOlgvQg0R4eKlqrqKxJs,ATTITUDE academia de baile,"C. de la Maestra Felisa Lozano, 7, Hortaleza, 28042 Madrid, Spain",4.9,70.0,40.4523162,-3.6084349,OPERATIONAL,"establishment, point_of_interest, school",https://attitudedance2022.ismygym.com/centro-attitude/home,641 22 44 70,"lunes: 17:00–21:00 | martes: 10:30–13:00, 17:00–21:30 | miércoles: 18:15–21:00 | jueves: 10:30–13:00, 17:30–22:30 | viernes: 17:00–20:00 | sábado: 10:30–13:30 | domingo: Cerrado",https://maps.google.com/?cid=11224248705645667041,40.4523162,
pole fitness,Madrid,2026-06-11 16:24:08.511006,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest",https://movartpolestudio.com/,604 89 17 64,lunes: 11:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado,https://maps.google.com/?cid=17813906805639163551,40.3866678,
pole fitness,Madrid,2026-06-11 16:24:08.511034,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest",http://www.centraldepole.com/,628 68 54 08,lunes: 16:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 11:30–14:30 | domingo: Cerrado,https://maps.google.com/?cid=16669198398719084701,40.4081363,
pole fitness,Madrid,2026-06-11 16:24:08.511041,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest",https://www.glowupolemadrid.com/,622 07 34 88,"lunes: 10:00–13:00, 17:00–22:00 | martes: 10:00–13:00, 17:00–22:00 | miércoles: 10:00–13:00, 17:00–22:00 | jueves: 10:00–13:00, 17:00–22:00 | viernes: 10:00–13:00, 16:00–20:00 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=10008471117218929991,40.3895933,
pole fitness,Madrid,2026-06-11 16:24:08.511046,ChIJBVkkMyCJQQ0Rv8WFRVNxz1E,Alondra Pole Space,"C. de Valle Inclán, 24, Latina, 28044 Madrid, Spain",5.0,5.0,40.3802201,-3.7721965,OPERATIONAL,"establishment, gym, health, point_of_interest",https://www.alondrapolespace.es/,614 05 75 03,lunes: 7:30–24:00 | martes: 7:30–24:00 | miércoles: 7:30–24:00 | jueves: 7:30–24:00 | viernes: 7:30–24:00 | sábado: 7:30–24:00 | domingo: 7:30–24:00,https://maps.google.com/?cid=5895055039713887679,40.3802201,
pole fitness,Madrid,2026-06-11 16:24:08.511052,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest",https://glowupolemadrid.com/,622 07 34 88,"lunes: 17:00–22:00 | martes: 11:00–12:00, 17:00–22:00 | miércoles: 17:00–22:00 | jueves: 11:00–12:30, 17:00–22:00 | viernes: 17:00–19:30 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=17719649258617693938,40.4259852,
pole fitness,Madrid,2026-06-11 16:24:08.511058,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest",https://duplasfit.com/,641 01 73 03,,https://maps.google.com/?cid=7393192051261470802,40.4620904,
pole fitness,Madrid,2026-06-11 16:24:08.511064,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.escuelaflow.es/,672 67 39 33,"lunes: 11:00–13:30, 17:30–22:30 | martes: 11:00–14:00, 17:00–22:30 | miércoles: 11:00–14:00, 16:30–22:30 | jueves: 11:00–12:30, 17:00–23:00 | viernes: 12:30–14:00, 17:00–21:30 | sábado: 11:30–14:30 | domingo: Cerrado",https://maps.google.com/?cid=7979967734081976972,40.4572726,
pole fitness,Madrid,2026-06-11 16:24:08.511071,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest",http://garageunderground.es/,609 57 90 34,lunes: 9:30–22:00 | martes: 9:30–22:00 | miércoles: 9:30–22:00 | jueves: 9:30–22:00 | viernes: 9:30–22:00 | sábado: 9:30–22:00 | domingo: Cerrado,https://maps.google.com/?cid=7893591805723922124,40.4346538,
pole fitness,Madrid,2026-06-11 16:24:08.511077,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.centroelhorno.com/,659 92 09 72,lunes: 10:00–21:30 | martes: 10:00–21:30 | miércoles: 10:00–21:30 | jueves: 10:00–21:30 | viernes: 10:00–21:30 | sábado: 10:00–15:00 | domingo: Cerrado,https://maps.google.com/?cid=3520559091521720707,40.41107,
pole fitness,Madrid,2026-06-11 16:24:08.511083,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest",https://angelspolestudio.es/,667 83 62 09,,https://maps.google.com/?cid=5791521545814133846,40.3295837,
pole fitness,Madrid,2026-06-11 16:24:08.511088,ChIJY9t6gy4nQg0RsnxfPD4nF4g,"Central De Pole, Edificio 2","C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",5.0,26.0,40.4081066,-3.7413069,OPERATIONAL,"establishment, gym, health, point_of_interest",https://www.centraldepole.com/,914 70 08 96,,https://maps.google.com/?cid=9806349861876890802,40.4081066,
pole fitness,Madrid,2026-06-11 16:24:08.511094,ChIJn4-9LoYpQg0RtWtPvoh7iwc,Poleboxluxury - Hermosilla,"C. de Hermosilla, 143, Salamanca, 28028 Madrid, Spain",5.0,22.0,40.4255766,-3.6678611,OPERATIONAL,"establishment, point_of_interest",https://poleboxluxury.com/,627 47 77 27,lunes: Abierto 24 horas | martes: Abierto 24 horas | miércoles: Abierto 24 horas | jueves: Abierto 24 horas | viernes: Abierto 24 horas | sábado: Abierto 24 horas | domingo: Abierto 24 horas,https://maps.google.com/?cid=543664007266921397,40.4255766,
pole fitness,Madrid,2026-06-11 16:24:08.511100,ChIJLedP2aIpQg0RDIse8KJJ0Wo,AerialMad,"C. de Benigno Soto, 10, Chamartín, 28002 Madrid, Spain",4.9,102.0,40.4479519,-3.6746291,OPERATIONAL,"establishment, gym, health, point_of_interest",http://aerialmad.es/,695 03 06 05,"lunes: 18:50–22:00 | martes: 10:00–12:00, 17:50–22:00 | miércoles: 18:50–22:00 | jueves: 10:00–12:00, 17:50–22:00 | viernes: Cerrado | sábado: 10:00–13:00 | domingo: Cerrado",https://maps.google.com/?cid=7697014202314951436,40.4479519,
pole fitness,Madrid,2026-06-11 16:24:08.511105,ChIJb8yEus4pQg0RU_orIdrEM3o,Poleboxluxury - Retiro,"C. de Pío Baroja, 1, Retiro, 28009 Madrid, Spain",4.8,18.0,40.4157054,-3.6744099,OPERATIONAL,"establishment, point_of_interest",https://www.poleboxluxury.com/,627 47 77 27,lunes: 7:00–22:00 | martes: 7:00–22:00 | miércoles: 7:00–22:00 | jueves: 7:00–22:00 | viernes: 7:00–22:00 | sábado: 9:00–22:00 | domingo: 9:00–22:00,https://maps.google.com/?cid=8805598137577896531,40.4157054,
pole fitness,Madrid,2026-06-11 16:24:08.511112,ChIJUYTW0scoQg0RX68phRg26Fg,Extreme Pole Dance Studio Madrid,"C. del Pilar de Zaragoza, 75b, Salamanca, 28028 Madrid, Spain",,,40.4367142,-3.6729515,OPERATIONAL,"establishment, point_of_interest",,667 12 64 06,,https://maps.google.com/?cid=6406429948875747167,40.4367142,
pole studio,Madrid,2026-06-11 16:24:09.904061,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest",https://www.glowupolemadrid.com/,622 07 34 88,"lunes: 10:00–13:00, 17:00–22:00 | martes: 10:00–13:00, 17:00–22:00 | miércoles: 10:00–13:00, 17:00–22:00 | jueves: 10:00–13:00, 17:00–22:00 | viernes: 10:00–13:00, 16:00–20:00 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=10008471117218929991,40.3895933,
pole studio,Madrid,2026-06-11 16:24:09.904072,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest",https://movartpolestudio.com/,604 89 17 64,lunes: 11:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado,https://maps.google.com/?cid=17813906805639163551,40.3866678,
pole studio,Madrid,2026-06-11 16:24:09.904076,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest",http://www.centraldepole.com/,628 68 54 08,lunes: 16:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 11:30–14:30 | domingo: Cerrado,https://maps.google.com/?cid=16669198398719084701,40.4081363,
pole studio,Madrid,2026-06-11 16:24:09.904079,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest",https://glowupolemadrid.com/,622 07 34 88,"lunes: 17:00–22:00 | martes: 11:00–12:00, 17:00–22:00 | miércoles: 17:00–22:00 | jueves: 11:00–12:30, 17:00–22:00 | viernes: 17:00–19:30 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=17719649258617693938,40.4259852,
pole academy,Madrid,2026-06-11 16:24:11.147674,ChIJ1UQybP8nQg0RnUgpXqDjVOc,Central Pole,"C. de Juan Pascual de Mena, 26, Latina, 28011 Madrid, Spain",4.9,114.0,40.4081363,-3.741267499999999,OPERATIONAL,"establishment, point_of_interest",http://www.centraldepole.com/,628 68 54 08,lunes: 16:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 11:30–14:30 | domingo: Cerrado,https://maps.google.com/?cid=16669198398719084701,40.4081363,
pole academy,Madrid,2026-06-11 16:24:11.147687,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest",https://movartpolestudio.com/,604 89 17 64,lunes: 11:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado,https://maps.google.com/?cid=17813906805639163551,40.3866678,
pole academy,Madrid,2026-06-11 16:24:11.147692,ChIJwblKfnonQg0RR12XNnQ75Yo,Glow Up- Pole Studio Legazpi,"C. del Teniente Cnel. Noreña, 11, Piso 1, Arganzuela, 28045 Madrid, Spain",4.9,147.0,40.3895933,-3.694477099999999,OPERATIONAL,"establishment, point_of_interest",https://www.glowupolemadrid.com/,622 07 34 88,"lunes: 10:00–13:00, 17:00–22:00 | martes: 10:00–13:00, 17:00–22:00 | miércoles: 10:00–13:00, 17:00–22:00 | jueves: 10:00–13:00, 17:00–22:00 | viernes: 10:00–13:00, 16:00–20:00 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=10008471117218929991,40.3895933,
pole academy,Madrid,2026-06-11 16:24:11.147698,ChIJx1VTxUIoQg0RzM4b3uyri20,Garage Underground,"Tr.ª de Andrés Mellado, 5, Chamberí, 28015 Madrid, Spain",5.0,35.0,40.4346538,-3.7138158,OPERATIONAL,"establishment, health, point_of_interest",http://garageunderground.es/,609 57 90 34,lunes: 9:30–22:00 | martes: 9:30–22:00 | miércoles: 9:30–22:00 | jueves: 9:30–22:00 | viernes: 9:30–22:00 | sábado: 9:30–22:00 | domingo: Cerrado,https://maps.google.com/?cid=7893591805723922124,40.4346538,
pole academy,Madrid,2026-06-11 16:24:11.147702,ChIJU1VVVeVCCw0RjPoI3V-Kvm4,Flow escuela de baile y pole dance EN MADRID,"C. de San Germán, 56, Tetuán, 28020 Madrid, Spain",4.5,124.0,40.4572726,-3.6998282,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.escuelaflow.es/,672 67 39 33,"lunes: 11:00–13:30, 17:30–22:30 | martes: 11:00–14:00, 17:00–22:30 | miércoles: 11:00–14:00, 16:30–22:30 | jueves: 11:00–12:30, 17:00–23:00 | viernes: 12:30–14:00, 17:00–21:30 | sábado: 11:30–14:30 | domingo: Cerrado",https://maps.google.com/?cid=7979967734081976972,40.4572726,
pole academy,Madrid,2026-06-11 16:24:11.147707,ChIJG4Mu1aUgQg0RVsxFPymeX1A,Angel´s Pole Studio,"C. de Ramón y Cajal, 18, 28914 Leganés, Madrid, Spain",5.0,76.0,40.3295837,-3.7372411,OPERATIONAL,"establishment, point_of_interest",https://angelspolestudio.es/,667 83 62 09,,https://maps.google.com/?cid=5791521545814133846,40.3295837,
pole academy,Madrid,2026-06-11 16:24:11.147711,ChIJX7TK5SovQg0RUniu8__kmWY,DUPLAS FIT - POLE DANCE MADRID,"C. Carril del Conde, 82, Hortaleza, 28043 Madrid, Spain",5.0,32.0,40.4620904,-3.6535757,OPERATIONAL,"establishment, gym, health, point_of_interest",https://duplasfit.com/,641 01 73 03,,https://maps.google.com/?cid=7393192051261470802,40.4620904,
pole academy,Madrid,2026-06-11 16:24:11.147716,ChIJsRr72JmFQQ0RWERCZi4SrbI,Isabel García,"Av. de Monteclaro, s/n, 28223 Pozuelo de Alarcón, Madrid, Spain",5.0,17.0,40.4424116,-3.8459773,OPERATIONAL,"establishment, point_of_interest",https://www.instagram.com/isabelgarciapolestudio/?next=%2F,686 79 45 88,lunes: 10:30–21:30 | martes: 10:30–21:30 | miércoles: 10:30–21:30 | jueves: 10:30–21:30 | viernes: 10:30–19:00 | sábado: Cerrado | domingo: Cerrado,https://maps.google.com/?cid=12874966900215530584,40.4424116,
pole academy,Madrid,2026-06-11 16:24:11.147721,ChIJL8goF9UnQg0Rg5HsTNeJ2zA,El Horno,"C. de la Esgrima, 11, Centro, 28012 Madrid, Spain",4.5,227.0,40.41107,-3.704451,OPERATIONAL,"establishment, gym, health, point_of_interest",http://www.centroelhorno.com/,659 92 09 72,lunes: 10:00–21:30 | martes: 10:00–21:30 | miércoles: 10:00–21:30 | jueves: 10:00–21:30 | viernes: 10:00–21:30 | sábado: 10:00–15:00 | domingo: Cerrado,https://maps.google.com/?cid=3520559091521720707,40.41107,
pole academy,Madrid,2026-06-11 16:24:11.147736,ChIJo0PWME0vQg0R8uZrNB7X6PU,Soul Dance Fitness,"C. de Sancho Dávila, 30, Salamanca, 28028 Madrid, Spain",4.7,135.0,40.4259852,-3.6618419,OPERATIONAL,"establishment, gym, health, point_of_interest",https://glowupolemadrid.com/,622 07 34 88,"lunes: 17:00–22:00 | martes: 11:00–12:00, 17:00–22:00 | miércoles: 17:00–22:00 | jueves: 11:00–12:30, 17:00–22:00 | viernes: 17:00–19:30 | sábado: 11:00–14:00 | domingo: Cerrado",https://maps.google.com/?cid=17719649258617693938,40.4259852,
pole art,Madrid,2026-06-11 16:24:12.470357,ChIJx3FKZVMnQg0Rny4JjNu1N_c,MovArt Pole Dance Studio,"C. Particular del Olvido, 3, Usera, 28026 Madrid, Spain",5.0,23.0,40.3866678,-3.7026425,OPERATIONAL,"establishment, point_of_interest",https://movartpolestudio.com/,604 89 17 64,lunes: 11:00–22:00 | martes: 11:00–22:00 | miércoles: 11:00–22:00 | jueves: 11:00–22:00 | viernes: 11:00–21:00 | sábado: 10:00–14:00 | domingo: Cerrado,https://maps.google.com/?cid=17813906805639163551,40.3866678,
